CryoSleep,VIP,Transported,TotalSpent,Earth,Europa,Mars,55 Cancri e,PSO J318.5-22,TRAPPIST-1e,P,S
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,11655,0,1,0,0,0,1,0,1
0,0,0,6020,0,1,0,0,0,1,1,0
0,0,0,496,1,0,0,0,0,1,0,1
0,0,0,32,1,0,0,0,0,1,1,0
0,0,1,185,1,0,0,0,0,1,0,1
0,0,1,197,0,0,1,0,0,1,0,1
0,0,0,2864,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,142,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,439,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,2904,0,1,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,2621,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,1758,0,0,1,0,0,1,1,0
0,0,0,782,1,0,0,0,0,1,1,0
0,0,0,3407,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,1268,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
1,0,1,237,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,615,1,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,1,1,0
0,1,0,6643,0,1,0,0,0,1,0,1
0,0,1,1444,0,1,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,1,4,1,0,0,0,1,0,1,0
0,0,0,808,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,848,0,0,1,0,0,1,1,0
0,0,0,196,1,0,0,0,0,1,0,1
0,0,0,77,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,27,0,0,1,0,0,1,0,1
0,0,1,229,0,1,0,1,0,0,0,1
0,0,0,80,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,3563,0,1,0,1,0,0,1,0
0,0,0,323,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,1146,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,701,1,0,0,1,0,0,0,1
0,0,0,1144,1,0,0,0,1,0,0,1
0,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,86,1,0,0,0,1,0,0,1
0,0,0,2761,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,848,1,0,0,0,0,1,1,0
0,1,1,1770,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,0,1
1,0,0,478,1,0,0,0,0,1,1,0
0,0,0,1399,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,712,1,0,0,1,0,0,0,1
0,0,0,142,1,0,0,0,0,1,0,1
0,0,0,732,0,1,0,0,0,1,0,1
0,0,0,640,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,1914,1,0,0,0,0,1,0,1
0,0,0,1970,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1337,0,0,1,0,0,1,0,1
0,0,0,540,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,755,1,0,0,0,1,0,0,1
0,0,0,540,1,0,0,0,0,1,1,0
0,0,1,17,1,0,0,0,0,1,0,1
0,0,1,31,0,0,1,1,0,0,0,1
0,0,1,0,0,0,1,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,1348,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,17,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,824,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,1,0,0,1,0,0,0,0,1,0,1
0,0,0,394,1,0,0,0,0,1,1,0
0,0,0,1703,0,0,1,0,0,1,0,1
0,0,0,926,0,1,0,1,0,0,0,1
0,0,0,34,1,0,0,0,0,1,1,0
0,0,0,880,1,0,0,0,0,1,0,1
0,0,0,347,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1759,1,0,0,1,0,0,1,0
0,0,0,1473,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1739,0,0,1,0,0,1,1,0
0,0,1,580,0,1,0,0,0,1,1,0
0,0,0,8,1,0,0,0,0,1,1,0
0,0,1,551,1,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,55,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,0,1
1,0,0,0,0,1,0,1,0,0,0,1
0,0,0,888,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,7406,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1455,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,787,1,0,0,0,0,1,0,1
0,0,1,205,0,1,0,1,0,0,1,0
0,0,0,3458,0,0,1,0,0,1,1,0
0,0,0,4926,0,0,1,0,0,1,1,0
0,0,0,947,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,713,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,688,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,161,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,1163,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,461,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,455,1,0,0,0,0,1,0,1
0,0,1,1030,1,0,0,1,0,0,0,1
0,0,0,773,1,0,0,0,0,1,1,0
0,0,1,34,1,0,0,0,0,1,1,0
0,0,1,2928,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,215,1,0,0,0,0,1,0,1
0,0,0,727,1,0,0,0,0,1,1,0
0,0,0,1367,1,0,0,1,0,0,0,1
0,0,1,1373,0,1,0,0,0,1,0,1
0,0,0,486,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,460,1,0,0,0,0,1,0,1
0,0,1,1,1,0,0,0,1,0,1,0
0,0,0,793,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,779,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,210,0,0,1,0,1,0,1,0
0,0,0,960,0,0,1,0,0,1,1,0
0,0,0,577,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,3884,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,998,1,0,0,0,0,1,0,1
0,0,1,4,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,2023,0,1,0,1,0,0,1,0
0,0,0,3139,0,1,0,0,0,1,0,1
0,0,0,2738,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,4,1,0,0,0,0,1,0,1
0,1,0,2529,0,1,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,756,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,1398,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,241,0,0,1,0,1,0,1,0
0,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,1610,0,0,1,0,0,1,1,0
0,0,0,1314,0,0,1,0,0,1,1,0
0,0,0,185,1,0,0,0,0,1,0,1
0,0,0,46,1,0,0,1,0,0,1,0
0,0,0,0,0,0,1,0,0,1,0,1
0,0,0,17428,0,1,0,1,0,0,1,0
0,0,0,4033,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,3,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,22,1,0,0,1,0,0,1,0
0,0,0,2260,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,1,559,1,0,0,0,0,1,1,0
0,0,0,8849,0,1,0,0,0,1,1,0
0,1,1,91,0,1,0,0,0,1,0,1
0,0,1,98,0,1,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
0,0,0,6,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,10,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,772,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,1859,0,0,1,0,0,1,1,0
0,0,0,3403,0,1,0,1,0,0,0,1
0,0,0,733,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,1,140,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,332,1,0,0,0,0,1,0,1
0,0,1,5,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,423,1,0,0,1,0,0,0,1
0,0,0,19412,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,624,0,1,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,1,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,804,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,1072,0,0,1,0,0,1,1,0
0,1,1,1508,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,800,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,1,0,0,1
0,0,0,801,1,0,0,0,0,1,1,0
0,0,0,2289,1,0,0,0,0,1,0,1
0,0,0,49,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,3778,0,1,0,1,0,0,0,1
0,0,0,685,1,0,0,0,1,0,1,0
0,0,0,864,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,0,1
0,0,0,1826,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
0,0,0,481,0,0,1,0,0,1,0,1
0,0,1,158,0,0,1,0,0,1,1,0
0,0,1,30,0,0,1,0,0,1,0,1
0,0,0,3,1,0,0,0,0,1,1,0
0,0,1,71,1,0,0,1,0,0,0,1
0,0,0,747,1,0,0,0,1,0,1,0
0,0,0,4217,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,1,0,1,0
0,0,0,884,1,0,0,0,0,1,1,0
0,0,0,8581,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,1
0,0,0,5165,0,1,0,0,0,1,0,1
1,0,0,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,5226,0,1,0,0,0,1,1,0
0,0,1,3832,0,1,0,1,0,0,0,1
0,0,1,828,1,0,0,0,0,1,1,0
0,0,0,758,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,772,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,747,1,0,0,0,0,1,1,0
0,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,1047,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,1733,0,0,1,0,0,1,1,0
0,0,0,693,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,708,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,878,1,0,0,0,0,1,1,0
0,0,0,14,1,0,0,1,0,0,1,0
0,0,0,788,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,3439,0,1,0,1,0,0,0,1
0,0,1,0,0,1,0,0,0,1,0,1
0,1,0,2027,1,0,0,0,0,1,0,1
0,1,0,657,0,1,0,0,0,1,1,0
0,0,1,1267,1,0,0,0,0,1,0,1
0,0,0,483,1,0,0,1,0,0,1,0
0,0,0,960,1,0,0,0,0,1,1,0
0,0,1,153,1,0,0,0,0,1,0,1
0,0,1,110,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,1370,0,1,0,1,0,0,0,1
0,0,0,3338,0,1,0,0,0,1,0,1
0,0,0,861,1,0,0,0,1,0,0,1
0,0,0,534,1,0,0,0,0,1,0,1
0,0,1,1090,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,1799,0,0,1,0,0,1,1,0
0,0,1,438,0,1,0,1,0,0,1,0
0,0,0,1199,0,0,1,0,0,1,0,1
0,0,1,803,1,0,0,0,0,1,0,1
0,0,0,437,1,0,0,0,0,1,0,1
0,0,1,632,1,0,0,0,0,1,0,1
1,1,1,0,0,1,0,0,0,1,1,0
0,0,0,7732,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,10,1,0,0,0,0,1,1,0
0,0,0,7786,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,2708,0,0,1,0,0,1,0,1
0,0,1,123,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,6883,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,734,1,0,0,0,0,1,0,1
0,0,1,467,0,1,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,584,1,0,0,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,596,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,1,0,0,0,1,0,0,1
0,1,1,125,0,1,0,0,0,1,0,1
1,0,1,0,0,0,1,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,218,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,196,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1760,0,0,1,0,0,1,0,1
1,0,0,0,1,0,0,1,0,0,1,0
0,0,0,397,1,0,0,0,1,0,1,0
0,0,1,0,0,1,0,0,0,1,1,0
0,0,1,1617,0,0,1,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
0,0,0,450,0,1,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,0,0,1,0,0,1,0,1
0,0,1,858,1,0,0,0,0,1,0,1
0,0,1,0,0,1,0,0,0,1,1,0
0,0,1,1460,0,1,0,0,0,1,1,0
1,0,1,0,0,1,0,1,0,0,1,0
0,0,1,0,0,0,1,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,0,1
0,0,1,5,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,801,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1344,0,1,0,1,0,0,1,0
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,1172,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,3286,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,0,3512,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,1856,0,1,0,0,0,1,1,0
0,0,1,2,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,0,1
1,0,0,0,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,1,0,0,1,0,0,0,1,0,1
0,0,1,1167,1,0,0,0,0,1,1,0
0,0,0,2050,0,1,0,0,0,1,0,1
0,0,1,0,0,1,0,0,0,1,1,0
0,0,0,786,1,0,0,0,0,1,1,0
0,0,1,110,1,0,0,0,0,1,1,0
0,0,0,1686,0,0,1,1,0,0,0,1
0,0,1,2,1,0,0,0,0,1,0,1
0,1,0,1709,0,0,1,0,0,1,1,0
0,0,1,1339,0,0,1,1,0,0,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,692,1,0,0,1,0,0,1,0
0,0,0,3897,1,0,0,1,0,0,1,0
0,0,1,0,0,1,0,0,0,1,1,0
0,0,0,1099,1,0,0,0,0,1,1,0
0,0,1,2135,0,1,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,1,669,0,1,0,0,0,1,1,0
0,0,1,801,1,0,0,0,0,1,1,0
0,0,0,2538,0,1,0,0,0,1,1,0
0,0,1,87,1,0,0,0,0,1,1,0
0,0,0,490,1,0,0,0,0,1,1,0
0,0,1,270,1,0,0,0,0,1,0,1
0,0,0,2219,1,0,0,0,0,1,0,1
0,0,0,1008,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,1,0
0,0,0,1191,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,44,0,1,0,0,0,1,1,0
0,0,0,777,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,491,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0,0,1
1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,163,1,0,0,0,1,0,1,0
0,0,0,1677,1,0,0,0,0,1,1,0
0,0,0,70,1,0,0,0,0,1,1,0
0,0,1,602,1,0,0,0,0,1,1,0
0,0,1,223,1,0,0,0,0,1,0,1
0,1,0,1101,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,1639,0,0,1,0,0,1,1,0
0,1,1,553,0,1,0,0,0,1,1,0
0,1,0,6469,0,1,0,0,1,0,0,1
0,0,0,792,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,0,1
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,0,1
0,0,1,283,0,1,0,0,0,1,0,1
0,0,0,706,1,0,0,1,0,0,0,1
0,0,0,1102,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,1,77,1,0,0,0,0,1,0,1
0,0,0,372,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,19327,0,1,0,1,0,0,1,0
0,0,0,45,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,632,1,0,0,0,1,0,0,1
1,0,0,1687,0,1,0,0,0,1,1,0
0,0,0,542,1,0,0,0,0,1,1,0
0,0,0,6724,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,6735,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,0,1,0,1
1,1,0,0,1,0,0,1,0,0,0,1
1,0,1,0,0,1,0,0,0,1,1,0
0,0,0,426,1,0,0,0,1,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,426,1,0,0,0,0,1,0,1
0,0,0,5250,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,1,0
0,0,1,2491,0,1,0,1,0,0,1,0
0,0,0,922,1,0,0,0,0,1,0,1
0,0,1,176,1,0,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,0,0,1,0,0,0,1,0,1,0
0,0,0,1276,1,0,0,0,0,1,0,1
0,0,1,429,0,1,0,1,0,0,0,1
0,0,0,8763,0,1,0,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,1,0
0,0,0,604,1,0,0,0,1,0,1,0
0,0,1,1817,0,1,0,0,0,1,0,1
0,0,0,705,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
0,1,1,355,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,356,1,0,0,0,0,1,1,0
0,0,1,803,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1492,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,0,358,1,0,0,0,0,1,1,0
0,0,0,692,1,0,0,1,0,0,0,1
0,0,0,593,1,0,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,935,0,0,1,0,0,1,0,1
1,1,1,0,0,1,0,1,0,0,1,0
0,0,1,45,1,0,0,0,0,1,0,1
0,0,1,37,0,0,1,0,0,1,1,0
0,0,0,611,1,0,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,621,1,0,0,0,0,1,1,0
1,0,1,0,1,0,0,0,0,1,0,1
0,0,1,920,1,0,0,0,1,0,1,0
0,0,1,216,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,406,1,0,0,0,0,1,0,1
0,0,0,989,1,0,0,0,0,1,0,1
0,0,0,348,1,0,0,1,0,0,0,1
1,0,1,0,0,0,1,0,0,1,0,1
0,0,0,0,1,0,0,0,0,1,0,1
0,0,0,1517,0,0,1,0,0,1,1,0
1,0,1,0,0,0,1,0,0,1,1,0
0,0,0,91,1,0,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,1,0
1,0,0,0,1,0,0,0,1,0,0,1
0,0,0,1242,0,0,1,0,0,1,0,1
0,1,0,334,1,0,0,0,1,0,1,0
0,0,0,855,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,0,1
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,1506,1,0,0,0,0,1,1,0
1,0,0,0,1,0,0,0,0,1,1,0
0,0,0,1149,1,0,0,0,0,1,1,0
1,0,1,0,0,1,0,0,0,1,1,0
1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,912,0,1,0,0,0,1,0,1
0,0,0,1363,0,0,1,1,0,0,1,0
1,0,1,0,1,0,0,0,0,1,1,0
0,0,1,1028,1,0,0,0,0,1,0,1
0,0,0,2141,0,1,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,2359,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,0,1
0,0,0,784,1,0,0,0,0,1,1,0
0,0,1,0,1,0,0,0,0,1,0,1
0,0,1,0,1,0,0,1,0,0,0,1
0,0,0,827,1,0,0,0,1,0,1,0
0,0,1,49,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,0,0,1,1,0
1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,996,1,0,0,0,0,1,1,0
0,0,1,1090,0,1,0,1,0,0,0,1
0,0,0,3602,0,0,1,0,0,1,0,1
1,0,1,0,0,1,0,1,0,0,1,0
0,0,0,848,1,0,0,0,0,1,0,1
0,0,0,12385,0,1,0,1,0,0,1,0
1,0,1,0,0,1,0,1,0,0,1,0
1,0,1,0,0,0,1,0,0,1,0,1
